작품명,장르,방송사,전체회차,출연자,시작일,종료일,요일,월,화,수,목,금,토,일,시작시간, SF, 가족, 감성, 격정멜로, 공포, 교육, 군대, 낭만, 논픽션, 느와르, 대학, 드라마, 로맨스, 로맨스 드라마, 로맨틱 코미디, 로코, 막장, 막장 드라마, 메디컬, 멜로, 모험, 미스터리, 미스터리 수사물, 미스테리, 범죄, 법률, 법정, 복수, 블랙 코미디, 블록버스터, 비즈니스, 사극, 서스펜스, 서스펜스 추리, 성장, 수사, 스릴러, 스포츠, 스핀오프, 시대극, 심리, 액션, 엑소시즘, 연속극, 오피스, 음악, 음악 드라마, 의학, 일상물, 재난, 전쟁, 정치, 좀비, 첩보, 청춘, 추리, 추리물, 캠퍼스, 케이퍼, 코미디, 코믹, 판타지, 피카레스크, 하이틴, 학교, 학원물, 한의학, 형사물, 호러, 회귀, 휴머니즘, 휴먼,SF,SF 시리즈,[1] 로맨스, 오피스, 판타지,가족,경제,경찰,공포,금융,드라마,로맨스,로맨틱,로맨틱 드라마[1] 로맨틱 코미디[2],로맨틱 코미디,로맨틱 코미디 드라마,로맨틱 판타지,메디컬,멜로,멜로 로맨스 코미디,뮤지컬,미스터리,미스터리 멜로,미스터리 스릴러,밀리터리 스릴러,범죄,법률,법률 드라마,법정,복수,블랙 코미디,비즈니스,사극,사이언스 액션 히어로,서스펜스,서스펜스 멜로,수사,스릴러,스포츠,스포츠 드라마,시대극,심리 스릴러,액션,엑소시즘,예능 드라마,오피스,우정,웹드라마,음악,의학,재난,정치,첩보,청춘,청춘 드라마,청춘 성장,추리,추적활극,캠퍼스,케이퍼,코미디,코믹,코믹 미스터리 사극 드라마,클래식,타임 크로싱,판타지,판타지 드라마,판타지 로코 드라마,판타지 사극,판타지 액션 로맨스,프라이빗 오피스 멜로,하드보일드,학원물 로맨스,현대 판타지,회사 드라마,휴머니즘,휴먼,휴먼 판타지 드라마, , [[신예은], 강기영 , 강다현, 강미나, 강미나 , 강민아, 강민혁 , 강별, 강부자, 강성민, 강성민 , 강성연 , 강세정, 강승현 , 강신효, 강예원, 강유석, 강은탁, 강지섭, 강지영, 강찬희 , 강태오, 강하늘, 강한나, 강한나 , 강훈, 강훈 , 경성환, 경수진, 경수진 , 고경표, 고두심, 고민시, 고보결, 고성희, 고세원, 고아라, 고아성, 고원희, 고원희 , 고윤정, 고준, 고준희, 고현정, 공명, 공명 , 공민정, 공승연, 공승연 , 공현주 , 곽동연, 곽선영, 곽시양, 곽시양 , 구원, 구자성, 구자성 , 권나라, 권민아 , 권소현 , 권수현 , 권유리, 권율, 권해효, 권해효 , 권혁, 권화운, 금새록, 금새록 , 기도훈 , 김가은, 김가은 , 김갑수, 김강우, 김강훈, 김경남, 김고은, 김관수, 김광규 , 김권, 김규리, 김규선, 김남희, 김다미, 김다솜 , 김대명, 김도완, 김도훈, 김동욱, 김동준, 김동현 , 김동희, 김동희 , 김명수, 김무열 , 김미경, 김미수, 김미숙, 김민규, 김민규 , 김민기 , 김민상, 김민재, 김민정, 김민주 , 김민준, 김범, 김범 , 김병기 , 김병철, 김병철 , 김보라, 김보라 , 김보미 , 김사권 , 김상경, 김상경 , 김상호, 김새론, 김서형, 김선호, 김설현, 김설현 , 김성규, 김성규 , 김성균, 김성령 , 김성수, 김성오, 김성오 , 김성철, 김세정, 김소연, 김소은, 김소진, 김소현, 김소혜, 김수로 , 김수진, 김슬기, 김승수, 김영광, 김영대, 김영민 , 김영민 [1], 김영철, 김예원 , 김옥빈 , 김우빈, 김우석, 김원해 , 김유리, 김유정, 김윤혜, 김응수 , 김의성, 김의성 , 김재경, 김재영, 김재영 , 김재욱 , 김재원 , 김재화 , 김정난, 김정은 , 김정현, 김정현 , 김종현, 김주헌, 김주헌 , 김주현, 김준한 , 김지석, 김지수, 김지수 , 김지연, 김지영, 김지원, 김지은, 김지현, 김지훈, 김진엽, 김진우, 김태우, 김태우 , 김태훈, 김태훈 , 김하늘, 김해숙, 김해숙 , 김향기, 김현주, 김현주 , 김현진, 김형민 , 김혜윤, 김혜은, 김혜준, 김호정, 김홍파 , 김환희, 김효진, 김효진 , 김흥수, 김희원, 나나, 나나 , 나영희, 나인우, 남규리 , 남기애 , 남윤수, 남주혁, 남주혁 , 남지현, 노민우, 노윤서 , 노정의, 노정의 , 노종현, 데니 안, 데니 안 , 도상우, 도상우 , 라미란, 라미란 , 려운, 로운, 류경수 , 류경수 (배우), 류덕환, 류수영, 류진, 류현경, 류혜영, 명세빈, 문가영, 문가영 , 문성호, 문소리, 문정희, 문채원, 민도희, 민우혁, 민진웅, 박강현, 박건일, 박규영, 박규영 , 박기웅 , 박병은, 박보영 , 박선영, 박선호 , 박성웅, 박성웅 , 박성훈, 박성훈 , 박세영, 박세영 , 박세완, 박세진, 박소담, 박소진, 박수영, 박수영 , 박시은 , 박신혜, 박아인, 박영린, 박예진 , 박용우 , 박원상, 박원숙 , 박유나 , 박유림, 박윤재, 박은빈, 박은석, 박주미, 박주현, 박주현 , 박준금, 박지연, 박지연 , 박지현, 박지현 , 박지훈, 박진영, 박진주, 박진희, 박탐희 , 박하나 , 박하선, 박한별, 박해준, 박혁권, 박형식, 박호산, 박효주, 박훈, 박희본, 박희순, 방민아, 방재민 , 배누리, 배다빈, 배두나, 배수빈, 배수지, 배윤경, 배인혁, 배인혁 , 배정화, 배종옥 , 배현성, 백성철, 백수민, 변우석, 변우석 , 변희봉 , 봉태규, 부배, 부배 , 서강준, 서범준, 서예지, 서우진, 서은수, 서지혜, 서지혜 , 서지훈, 서한결, 서현우, 설인아, 설인아 , 설정환, 성동일, 성동일 , 성혁, 성훈, 소이현, 소주연, 손나은, 손나은 , 손담비 , 손상연, 손석구, 손성윤, 손성윤 , 손예진, 손창민, 손현주, 손호준, 송강, 송강 , 송건희, 송선미 , 송영규 , 송원석 , 송윤아, 송재림, 송재희, 송종호, 송중기, 송지인, 수영, 수현, 시원, 신고은, 신구, 신동미, 신동미 , 신동욱, 신동욱 , 신민아, 신성록, 신성록 , 신세경 최수영, 신소율 , 신승호, 신예은, 신원호, 신은수, 신은수 , 신은정, 신재하, 신정윤, 신정윤 , 신현빈, 신현수, 신현수 , 심은경 , 심지호, 심지호 , 심혜진, 안내상, 안내상 , 안동구 , 안보현, 안석환, 안세하, 안소희, 안솔빈, 안우연 , 안은진, 안재욱, 안재현, 안재홍, 안지호 , 안효섭, 안효섭 , 안희연, 양경원, 양동근, 양병열, 양혜지, 양희경, 엄정화 , 엄지원, 엄태구 , 엄현경, 여진구 , 연우, 연우 , 연우진, 연정훈, 염혜란, 예수정, 예지원, 예지원 , 오나라, 오나라 , 오대환, 오만석, 오만석 , 오민석, 오민석 , 오민애, 오승아, 오승아 , 오연서, 오윤아, 오윤아 , 오정세, 오지은, 오지호, 오창석, 오채이 , 오현경, 오희준, 옥자연, 옥자연 , 옥택연 , 왕빛나 , 우도환, 우연 , 우정원 , 원기준 , 원미경, 원지안, 원진아 , 위하준, 위하준 , 유다인, 유동근, 유라 , 유선, 유선 , 유연석, 유이, 유인나, 유인수 , 유인영, 유재명, 유정후, 유준상, 유지태, 유진 , 유태오, 육성재, 윤경호, 윤다영 , 윤다훈, 윤두준, 윤박, 윤박 , 윤보미 , 윤상현, 윤선우, 윤세아, 윤세아 , 윤소이, 윤소희 , 윤시윤, 윤예주, 윤유선, 윤제문, 윤종석, 윤종훈, 윤지성, 윤지온, 윤지혜, 윤해영, 윤현민, 음문석 , 이가령, 이경영, 이경훈, 이규한, 이규형, 이규형 , 이기우 , 이나은, 이다연 , 이다윗, 이다윗 , 이다인, 이다희, 이도현, 이도현 , 이동건, 이동욱, 이동휘, 이동휘 , 이레, 이무생, 이민영, 이민정, 이민지, 이병준 , 이보영 , 이보희, 이상보 , 이상엽, 이상엽 , 이상우, 이상윤, 이상이, 이상이 , 이상희 , 이선빈, 이선호, 이설, 이성경, 이성민, 이성재, 이세영, 이세영 , 이세희, 이솜, 이수경 , 이수혁, 이수혁 , 이순재, 이순재 , 이승연 , 이승준, 이승준 , 이시강, 이시강 , 이시언 , 이시영, 이시원, 이엘 , 이엘리야, 이연희, 이열음, 이영은, 이영진 , 이원근 , 이원종, 이유미, 이유비, 이유영, 이유영 , 이유진 , 이윤희, 이은형 , 이이경, 이이담, 이일화, 이장우, 이재룡, 이재용, 이재욱, 이재인, 이정신 , 이정은, 이정재 , 이정진, 이종석, 이종원, 이종혁, 이종혁 , 이주명 , 이주빈, 이주영, 이주영 , 이주우, 이준 , 이준영, 이준영 , 이준혁, 이준혁 , 이지아, 이지아 , 이지원, 이지훈, 이지훈 , 이진욱 , 이창엽 , 이창욱 , 이채영, 이청아, 이청아 , 이충주 , 이태곤, 이태리 , 이태성, 이태성 , 이태환, 이태환 , 이하나, 이하늬, 이학주, 이학주 , 이한위, 이현석 , 이현욱, 이현욱 , 이현진, 이혜리, 이혜영, 이홍내, 이휘향 , 이희준, 이희준 , 임세미, 임수향 , 임시완, 임원희 , 임윤아, 임정은 , 임주은, 임주환, 임주환 , 임지연, 임혜영, 임화영 , 장광, 장규리 , 장기용, 장기용 , 장나라, 장동윤, 장동주, 장미희, 장세현 , 장승조, 장신영, 장영남, 장유상 , 장혁, 장혁 , 장현성 , 장혜진, 장희진, 장희진 , 재희, 전광렬, 전광렬 , 전국환 , 전노민, 전노민 , 전도연, 전미도, 전미도 , 전석호, 전석호 , 전소니, 전소민, 전수경, 전여빈, 전태열, 전혜빈, 전혜연, 전혜진, 정가람 , 정건주, 정건주 , 정경호, 정다빈, 정려원, 정만식, 정문성, 정문성 , 정민식, 정민아, 정보석, 정보석 , 정상훈, 정상훈 , 정소민, 정수정, 정수정 , 정수환, 정애리, 정영숙, 정용화 , 정우성, 정우연, 정욱 , 정웅인, 정원창, 정유미, 정유민 , 정유진, 정유진 , 정윤호, 정은지, 정은채, 정의제 , 정이서, 정인선, 정재성, 정재영, 정준호, 정준호 , 정지소, 정지소 , 정진영, 정채연, 정채연 , 정해인, 정헌, 정헌 , 정혜영, 정혜인, 조동혁, 조동혁 , 조민수 , 조병규, 조보아, 조보아 , 조복래 , 조서후, 조성하, 조수민 , 조안, 조여정 , 조우리 , 조우진 , 조윤희, 조이현, 조이현 , 조재윤 , 조한민, 조한선 , 조한준 , 조한철, 조현철 , 주민경 , 주상욱 , 주우재 , 주원, 주지훈, 주지훈 , 주현영 , 지수, 지승현 , 지영산, 지영산 , 지이수, 지이수 , 진기주, 진서연, 진서연 , 진선규 , 진세연, 진예솔, 진주형 , 진태현, 진희경, 진희경 , 차민지 , 차서원, 차선우, 차승원, 차예련, 차은우, 차은우 , 차주영, 차주영 , 차태현, 차학연, 차학연 , 차화연, 채수빈, 채시라, 채정안, 채정안 , 채종협, 채종협 , 천호진, 최광일 , 최귀화 , 최다니엘 , 최대훈 , 최리 , 최명길, 최무성, 최무성 , 최민수, 최병모 , 최병찬, 최보민, 최성은, 최성재, 최수영 , 최시원, 최여진, 최예빈 , 최웅, 최원영, 최원영 , 최유화 , 최윤라 , 최재림 , 최진혁, 최찬호, 최현욱, 최홍일 , 최화정 , 최희서, 추영우, 추자현, 탁재훈, 탕준상, 태인호, 표예진, 표예진 , 표지훈 , 하도권, 하석진, 하시은 , 하연주, 하윤경, 하재숙, 하준, 하준 , 하준 이창훈, 하지원, 한고은, 한고은 , 한기웅, 한기웅 , 한다감, 한다감 , 한보름, 한상진, 한상진 , 한선화, 한소은 , 한소희, 한소희 , 한수연, 한수현, 한예리, 한예슬, 한준우, 한지민, 한지완, 한지완 , 한지은, 한현민 , 한혜진, 허성태 , 허정민 , 허준호, 허준호 , 홍경, 홍서영 , 홍수현, 홍수현 , 홍은희, 홍종현, 홍지윤, 황민현, 황보름별, 황승언 , 황신혜, 황우슬혜 , 황인엽, 황찬성, 황희, 황희 ,.mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul li{margin-bottom:0} 황정민 임윤아,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li, 윤나무 ,감우성,강은탁,강하늘,고수,고아라,고현정,공명,공효진,곽도원,권상우,김고은,김남길,김동완,김동욱,김래원,김명민,김명수,김민규,김민재,김병철,김사랑,김상경,김상중,김서형,김선아,김선호,김설현,김세정,김소현,김수현,김영광,김영대,김옥빈,김요한,김유석,김유정,김재욱,김정현,김태리,김태희,김하늘,김해숙,김현숙,김현주,김혜수,김혜윤,김혜자,김혜준,김환희,김희선,김희애,나나,나혜미,남궁민,남상지,도경수,라미란,류준열,문가영,문근영,문소리,박민영,박보검,박보영,박서준,박선호,박시후,박신양,박은빈,박인환,박주미,박주현,박지훈,박진영,박진희,박하나,박하선,박해수,박해진,박형식,박호산,방민아,배수지,백성현,백진희,서예지,서인국,서준영,서지석,서지혜,서하준,서현,서현진,설인아,성동일,성훈,소지섭,손예진,손현주,송강,송새벽,송승헌,송유빈,송윤아,송중기,송지효,송하윤,송혜교,수애,신민아,신성록,신세경,신예은,신하균,신혜선,심이영,아이유,안보현,안은진,안효섭,안희연,양세종,엄정화,엄지원,엄태구,엄현경,에릭,여진구,연우진,염정아,오연서,오정세,오창석,옥택연,옹성우,우도환,원진아,유승호,유연석,유인나,유재명,유준상,유지태,유진,육성재,윤계상,윤균상,윤시윤,윤여정,윤주상,윤찬영,윤현민,이광수,이나영,이나은,이도현,이동건,이동욱,이민기,이민호,이병헌,이보영,이상윤,이서진,이선균,이선빈,이성경,이소연,이수경,이승기,이신영,이엘,이영애,이영은,이요원,이유리,이유영,이재욱,이정재,이제훈,이종석,이준,이준기,이준영,이준혁,이준호,이지아,이진욱,이하나,이하늬,이혜리,이호원,임수정,임수향,임시완,장기용,장나라,장동건,장동윤,장서희,장혁,전도연,전무송,전인화,전지현,정경호,정소민,정용화,정우,정우연,정인선,정일우,정재영,정지훈,정해인,조병규,조승우,조여정,조정석,조한선,주상욱,주원,주지훈,주진모,지성,지진희,지창욱,지현우,진구,진세연,진영,차예련,차태현,채종협,천우희,천호진,최강희,최명길,최수영,최시원,최우식,최원영,최윤소,최윤영,최정우,최진혁,추자현,한다감,한석규,한예리,한지민,한지현,한지혜,한채영,한효주,함은정,현빈,황민현,황정음
에이틴,"['웹드라마', ' 학원물', ' 로맨스']","V LIVE, 네이버TV, 유튜브, 페이스북",24,"['신예은', ' 이나은', ' 신승호', ' 김동희 ']",2018-07-01 00:00:00,2018-09-16 00:00:00,수일,0,0,1,0,0,0,1,7:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
최고의 치킨,['드라마'],"iHQ DRAMA, MBN",12,"['박선호', ' 김소혜', ' 주우재 ']",2019-01-02 00:00:00,2019-02-07 00:00:00,수목,0,0,1,1,0,0,0,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
