작품명,방송일자,시청률,방영연도,월,일,회차,연속방송
더 뱅커,2019-05-01,3.8,2019,5,1,11,2
더 뱅커,2019-05-02,4.4,2019,5,2,12,2
더 뱅커,2019-05-08,4.15,2019,5,8,13,2
더 뱅커,2019-05-09,4.1,2019,5,9,14,2
더 뱅커,2019-05-15,3.95,2019,5,15,15,2
더 뱅커,2019-05-16,6.2,2019,5,16,16,2
더 킹 : 영원의 군주,2020-04-17,10.75,2020,4,17,1,2
더 킹 : 영원의 군주,2020-04-18,10.0,2020,4,18,2,2
더 킹 : 영원의 군주,2020-04-24,8.4,2020,4,24,3,2
더 킹 : 영원의 군주,2020-04-25,8.85,2020,4,25,4,2
더 킹 : 영원의 군주,2020-05-01,8.1,2020,5,1,5,2
더 킹 : 영원의 군주,2020-05-02,8.850000000000001,2020,5,2,6,2
더 킹 : 영원의 군주,2020-05-08,7.55,2020,5,8,7,2
더 킹 : 영원의 군주,2020-05-09,7.1,2020,5,9,8,2
더 킹 : 영원의 군주,2020-05-15,6.05,2020,5,15,9,2
더 킹 : 영원의 군주,2020-05-16,7.1,2020,5,16,10,2
더 킹 : 영원의 군주,2020-05-22,5.9,2020,5,22,11,2
더 킹 : 영원의 군주,2020-05-23,7.1,2020,5,23,12,2
더 킹 : 영원의 군주,2020-05-30,6.65,2020,5,30,13,2
더 킹 : 영원의 군주,2020-06-05,6.2,2020,6,5,14,2
더 킹 : 영원의 군주,2020-06-06,7.0,2020,6,6,15,2
더 킹 : 영원의 군주,2020-06-12,6.949999999999999,2020,6,12,16,2
도도솔솔라라솔,2020-10-07,2.25,2020,10,7,1,2
도도솔솔라라솔,2020-10-08,2.7,2020,10,8,2,2
도도솔솔라라솔,2020-10-14,2.5,2020,10,14,3,2
도도솔솔라라솔,2020-10-15,2.5999999999999996,2020,10,15,4,2
도도솔솔라라솔,2020-10-21,2.5,2020,10,21,5,2
도도솔솔라라솔,2020-10-22,2.55,2020,10,22,6,2
도도솔솔라라솔,2020-10-28,2.75,2020,10,28,7,2
도도솔솔라라솔,2020-10-29,3.0,2020,10,29,8,2
도도솔솔라라솔,2020-11-04,3.4000000000000004,2020,11,4,9,2
도도솔솔라라솔,2020-11-05,2.8499999999999996,2020,11,5,10,2
도도솔솔라라솔,2020-11-11,3.15,2020,11,11,11,2
도도솔솔라라솔,2020-11-12,3.85,2020,11,12,12,2
도도솔솔라라솔,2020-11-18,3.25,2020,11,18,13,2
도도솔솔라라솔,2020-11-19,3.45,2020,11,19,14,2
도도솔솔라라솔,2020-11-25,3.35,2020,11,25,15,2
도도솔솔라라솔,2020-11-26,3.75,2020,11,26,16,2
동네변호사 조들호 2: 죄와 벌,2019-01-07,6.4,2019,1,7,1,2
동네변호사 조들호 2: 죄와 벌,2019-01-08,6.35,2019,1,8,2,2
동네변호사 조들호 2: 죄와 벌,2019-01-14,5.15,2019,1,14,3,2
동네변호사 조들호 2: 죄와 벌,2019-01-15,6.199999999999999,2019,1,15,4,2
동네변호사 조들호 2: 죄와 벌,2019-01-21,5.5,2019,1,21,5,2
동네변호사 조들호 2: 죄와 벌,2019-01-22,4.4,2019,1,22,6,2
동네변호사 조들호 2: 죄와 벌,2019-02-11,5.050000000000001,2019,2,11,7,2
동네변호사 조들호 2: 죄와 벌,2019-02-12,4.4,2019,2,12,8,2
동네변호사 조들호 2: 죄와 벌,2019-02-18,5.2,2019,2,18,9,2
동네변호사 조들호 2: 죄와 벌,2019-02-19,5.1,2019,2,19,10,2
동네변호사 조들호 2: 죄와 벌,2019-02-25,5.75,2019,2,25,11,2
동네변호사 조들호 2: 죄와 벌,2019-02-26,5.85,2019,2,26,12,2
동네변호사 조들호 2: 죄와 벌,2019-03-04,5.1,2019,3,4,13,2
동네변호사 조들호 2: 죄와 벌,2019-03-05,6.4,2019,3,5,14,2
동네변호사 조들호 2: 죄와 벌,2019-03-11,6.050000000000001,2019,3,11,15,2
동네변호사 조들호 2: 죄와 벌,2019-03-12,6.8,2019,3,12,16,2
동네변호사 조들호 2: 죄와 벌,2019-03-18,5.5,2019,3,18,17,2
동네변호사 조들호 2: 죄와 벌,2019-03-19,5.55,2019,3,19,18,2
동네변호사 조들호 2: 죄와 벌,2019-03-25,7.25,2019,3,25,19,2
동네변호사 조들호 2: 죄와 벌,2019-03-26,8.600000000000001,2019,3,26,20,2
동백꽃 필 무렵,2019-09-18,6.85,2019,9,18,1,2
동백꽃 필 무렵,2019-09-19,7.5,2019,9,19,2,2
동백꽃 필 무렵,2019-09-25,9.3,2019,9,25,3,2
동백꽃 필 무렵,2019-09-26,8.85,2019,9,26,4,2
동백꽃 필 무렵,2019-10-02,10.4,2019,10,2,5,2
동백꽃 필 무렵,2019-10-03,11.55,2019,10,3,6,2
동백꽃 필 무렵,2019-10-09,12.05,2019,10,9,7,2
동백꽃 필 무렵,2019-10-10,12.75,2019,10,10,8,2
동백꽃 필 무렵,2019-10-16,12.2,2019,10,16,9,2
동백꽃 필 무렵,2019-10-17,13.5,2019,10,17,10,2
동백꽃 필 무렵,2019-10-23,14.899999999999999,2019,10,23,11,2
동백꽃 필 무렵,2019-10-24,14.75,2019,10,24,12,2
동백꽃 필 무렵,2019-10-30,15.6,2019,10,30,13,2
동백꽃 필 무렵,2019-10-31,16.7,2019,10,31,14,2
동백꽃 필 무렵,2019-11-06,16.7,2019,11,6,15,2
동백꽃 필 무렵,2019-11-07,17.25,2019,11,7,16,2
동백꽃 필 무렵,2019-11-13,19.299999999999997,2019,11,13,17,2
동백꽃 필 무렵,2019-11-14,16.05,2019,11,14,18,2
동백꽃 필 무렵,2019-11-20,19.25,2019,11,20,19,2
동백꽃 필 무렵,2019-11-21,21.75,2019,11,21,20,2
동백꽃 필 무렵,2019-11-27,8.95,2019,11,27,21,2
동백꽃 필 무렵,2019-11-28,7.1,2019,11,28,22,2
두 번은 없다,2019-11-02,7.75,2019,11,2,1,4
두 번은 없다,2019-11-09,6.775,2019,11,9,2,4
두 번은 없다,2019-11-16,7.65,2019,11,16,3,4
두 번은 없다,2019-11-23,7.825,2019,11,23,4,4
두 번은 없다,2019-11-30,8.7,2019,11,30,5,4
두 번은 없다,2019-12-07,9.65,2019,12,7,6,4
두 번은 없다,2019-12-14,8.275,2019,12,14,7,4
두 번은 없다,2019-12-21,8.2,2019,12,21,8,4
두 번은 없다,2019-12-28,8.45,2019,12,28,9,4
두 번은 없다,2020-01-04,9.575,2020,1,4,10,4
두 번은 없다,2020-01-11,8.274999999999999,2020,1,11,11,4
두 번은 없다,2020-01-18,9.45,2020,1,18,12,4
두 번은 없다,2020-02-01,8.375,2020,2,1,13,4
두 번은 없다,2020-02-08,9.125,2020,2,8,14,4
두 번은 없다,2020-02-15,11.1,2020,2,15,15,4
두 번은 없다,2020-02-22,10.375,2020,2,22,16,4
두 번은 없다,2020-02-29,11.1,2020,2,29,17,4
두 번은 없다,2020-03-07,11.5,2020,3,7,18,4
두 번째 남편,2021-08-09,2.9,2021,8,9,1,1
두 번째 남편,2021-08-10,2.8,2021,8,10,2,1
두 번째 남편,2021-08-11,3.2,2021,8,11,3,1
두 번째 남편,2021-08-12,4.1,2021,8,12,4,1
두 번째 남편,2021-08-13,3.2,2021,8,13,5,1
두 번째 남편,2021-08-16,3.7,2021,8,16,6,1
두 번째 남편,2021-08-17,4.0,2021,8,17,7,1
두 번째 남편,2021-08-18,4.3,2021,8,18,8,1
두 번째 남편,2021-08-19,4.2,2021,8,19,9,1
두 번째 남편,2021-08-20,4.2,2021,8,20,10,1
두 번째 남편,2021-08-23,5.0,2021,8,23,11,1
두 번째 남편,2021-08-25,4.4,2021,8,25,12,1
두 번째 남편,2021-08-26,5.0,2021,8,26,13,1
두 번째 남편,2021-08-27,4.7,2021,8,27,14,1
두 번째 남편,2021-08-30,4.4,2021,8,30,15,1
두 번째 남편,2021-08-31,4.4,2021,8,31,16,1
두 번째 남편,2021-09-01,5.0,2021,9,1,17,1
두 번째 남편,2021-09-02,5.3,2021,9,2,18,1
두 번째 남편,2021-09-03,4.6,2021,9,3,19,1
두 번째 남편,2021-09-06,4.6,2021,9,6,20,1
두 번째 남편,2021-09-07,5.2,2021,9,7,21,1
두 번째 남편,2021-09-08,4.5,2021,9,8,22,1
두 번째 남편,2021-09-09,5.1,2021,9,9,23,1
두 번째 남편,2021-09-10,4.6,2021,9,10,24,1
두 번째 남편,2021-09-13,4.7,2021,9,13,25,1
두 번째 남편,2021-09-14,4.9,2021,9,14,26,1
두 번째 남편,2021-09-15,4.8,2021,9,15,27,1
두 번째 남편,2021-09-16,5.6,2021,9,16,28,1
두 번째 남편,2021-09-17,5.1,2021,9,17,29,1
두 번째 남편,2021-09-23,5.7,2021,9,23,30,1
두 번째 남편,2021-09-24,5.1,2021,9,24,31,1
두 번째 남편,2021-09-27,5.4,2021,9,27,32,1
두 번째 남편,2021-09-28,5.7,2021,9,28,33,1
두 번째 남편,2021-09-29,5.3,2021,9,29,34,1
두 번째 남편,2021-09-30,5.3,2021,9,30,35,1
두 번째 남편,2021-10-04,6.2,2021,10,4,36,1
두 번째 남편,2021-10-05,5.8,2021,10,5,37,1
두 번째 남편,2021-10-06,5.1,2021,10,6,38,1
두 번째 남편,2021-10-07,6.8,2021,10,7,39,1
두 번째 남편,2021-10-08,5.7,2021,10,8,40,1
두 번째 남편,2021-10-11,6.1,2021,10,11,41,1
두 번째 남편,2021-10-12,6.2,2021,10,12,42,1
두 번째 남편,2021-10-13,6.4,2021,10,13,43,1
두 번째 남편,2021-10-14,6.4,2021,10,14,44,1
두 번째 남편,2021-10-18,6.1,2021,10,18,45,1
두 번째 남편,2021-10-19,6.2,2021,10,19,46,1
두 번째 남편,2021-10-20,5.9,2021,10,20,47,1
두 번째 남편,2021-10-21,6.8,2021,10,21,48,1
두 번째 남편,2021-10-22,6.2,2021,10,22,49,1
두 번째 남편,2021-10-25,6.3,2021,10,25,50,1
두 번째 남편,2021-10-26,6.2,2021,10,26,51,1
두 번째 남편,2021-10-27,6.8,2021,10,27,52,1
두 번째 남편,2021-10-28,6.6,2021,10,28,53,1
두 번째 남편,2021-10-29,6.6,2021,10,29,54,1
두 번째 남편,2021-11-01,6.6,2021,11,1,55,1
두 번째 남편,2021-11-03,5.8,2021,11,3,56,1
두 번째 남편,2021-11-04,6.7,2021,11,4,57,1
두 번째 남편,2021-11-08,6.9,2021,11,8,58,1
두 번째 남편,2021-11-09,7.0,2021,11,9,59,1
두 번째 남편,2021-11-10,6.8,2021,11,10,60,1
두 번째 남편,2021-11-11,7.8,2021,11,11,61,1
두 번째 남편,2021-11-12,6.9,2021,11,12,62,1
두 번째 남편,2021-11-15,7.7,2021,11,15,63,1
두 번째 남편,2021-11-16,7.5,2021,11,16,64,1
두 번째 남편,2021-11-17,7.6,2021,11,17,65,1
두 번째 남편,2021-11-19,7.0,2021,11,19,66,1
두 번째 남편,2021-11-22,7.6,2021,11,22,67,1
두 번째 남편,2021-11-23,6.2,2021,11,23,68,1
두 번째 남편,2021-11-24,7.9,2021,11,24,69,1
두 번째 남편,2021-11-25,8.5,2021,11,25,70,1
두 번째 남편,2021-11-26,7.6,2021,11,26,71,1
두 번째 남편,2021-11-29,7.5,2021,11,29,72,1
두 번째 남편,2021-11-30,7.6,2021,11,30,73,1
두 번째 남편,2021-12-01,8.0,2021,12,1,74,1
두 번째 남편,2021-12-02,8.4,2021,12,2,75,1
두 번째 남편,2021-12-03,7.8,2021,12,3,76,1
두 번째 남편,2021-12-06,8.0,2021,12,6,77,1
두 번째 남편,2021-12-07,7.7,2021,12,7,78,1
두 번째 남편,2021-12-08,7.4,2021,12,8,79,1
두 번째 남편,2021-12-09,8.5,2021,12,9,80,1
두 번째 남편,2021-12-10,8.2,2021,12,10,81,1
두 번째 남편,2021-12-13,8.9,2021,12,13,82,1
두 번째 남편,2021-12-14,8.4,2021,12,14,83,1
두 번째 남편,2021-12-15,7.9,2021,12,15,84,1
두 번째 남편,2021-12-16,8.3,2021,12,16,85,1
두 번째 남편,2021-12-17,8.2,2021,12,17,86,1
두 번째 남편,2021-12-20,8.9,2021,12,20,87,1
두 번째 남편,2021-12-21,8.4,2021,12,21,88,1
두 번째 남편,2021-12-22,9.0,2021,12,22,89,1
두 번째 남편,2021-12-23,8.6,2021,12,23,90,1
두 번째 남편,2021-12-24,8.1,2021,12,24,91,1
두 번째 남편,2021-12-27,8.6,2021,12,27,92,1
두 번째 남편,2021-12-28,8.5,2021,12,28,93,1
두 번째 남편,2021-12-29,8.6,2021,12,29,94,1
두 번째 남편,2021-12-30,9.0,2021,12,30,95,1
두 번째 남편,2021-12-31,8.9,2021,12,31,96,1
두 번째 남편,2022-01-03,9.0,2022,1,3,97,1
두 번째 남편,2022-01-04,9.6,2022,1,4,98,1
두 번째 남편,2022-01-05,9.5,2022,1,5,99,1
두 번째 남편,2022-01-06,10.5,2022,1,6,100,1
두 번째 남편,2022-01-07,9.7,2022,1,7,101,1
두 번째 남편,2022-01-10,9.3,2022,1,10,102,1
두 번째 남편,2022-01-11,8.9,2022,1,11,103,1
두 번째 남편,2022-01-12,8.9,2022,1,12,104,1
두 번째 남편,2022-01-13,9.9,2022,1,13,105,1
두 번째 남편,2022-01-14,9.2,2022,1,14,106,1
두 번째 남편,2022-01-17,9.7,2022,1,17,107,1
두 번째 남편,2022-01-18,9.1,2022,1,18,108,1
두 번째 남편,2022-01-19,9.5,2022,1,19,109,1
두 번째 남편,2022-01-20,10.3,2022,1,20,110,1
두 번째 남편,2022-01-21,9.9,2022,1,21,111,1
두 번째 남편,2022-01-24,9.3,2022,1,24,112,1
두 번째 남편,2022-01-25,9.7,2022,1,25,113,1
두 번째 남편,2022-01-26,9.6,2022,1,26,114,1
두 번째 남편,2022-01-27,9.6,2022,1,27,115,1
두 번째 남편,2022-01-28,9.9,2022,1,28,116,1
두 번째 남편,2022-01-31,5.7,2022,1,31,117,1
두 번째 남편,2022-02-01,6.6,2022,2,1,118,1
두 번째 남편,2022-02-02,7.1,2022,2,2,119,1
두 번째 남편,2022-02-03,10.5,2022,2,3,120,1
두 번째 남편,2022-02-04,9.1,2022,2,4,121,1
두 번째 남편,2022-02-22,8.7,2022,2,22,122,1
두 번째 남편,2022-02-23,7.8,2022,2,23,123,1
두 번째 남편,2022-02-24,8.7,2022,2,24,124,1
두 번째 남편,2022-02-25,7.8,2022,2,25,125,1
두 번째 남편,2022-02-28,8.0,2022,2,28,126,1
두 번째 남편,2022-03-01,8.6,2022,3,1,127,1
두 번째 남편,2022-03-02,8.7,2022,3,2,128,1
두 번째 남편,2022-03-03,8.5,2022,3,3,129,1
두 번째 남편,2022-03-04,8.2,2022,3,4,130,1
두 번째 남편,2022-03-07,7.4,2022,3,7,131,1
두 번째 남편,2022-03-08,8.7,2022,3,8,132,1
두 번째 남편,2022-03-11,8.6,2022,3,11,133,1
두 번째 남편,2022-03-14,8.5,2022,3,14,134,1
두 번째 남편,2022-03-15,8.7,2022,3,15,135,1
두 번째 남편,2022-03-16,9.3,2022,3,16,136,1
두 번째 남편,2022-03-17,9.6,2022,3,17,137,1
두 번째 남편,2022-03-18,9.1,2022,3,18,138,1
두 번째 남편,2022-03-21,9.0,2022,3,21,139,1
두 번째 남편,2022-03-22,9.0,2022,3,22,140,1
두 번째 남편,2022-03-23,8.9,2022,3,23,141,1
두 번째 남편,2022-03-24,9.5,2022,3,24,142,1
두 번째 남편,2022-03-25,8.6,2022,3,25,143,1
두 번째 남편,2022-03-28,8.2,2022,3,28,144,1
두 번째 남편,2022-03-29,9.0,2022,3,29,145,1
두 번째 남편,2022-03-30,8.6,2022,3,30,146,1
두 번째 남편,2022-03-31,9.9,2022,3,31,147,1
두 번째 남편,2022-04-01,8.9,2022,4,1,148,1
두 번째 남편,2022-04-04,8.2,2022,4,4,149,1
두 번째 남편,2022-04-05,9.0,2022,4,5,150,1
두뇌공조,2023-01-02,5.2,2023,1,2,1,1
두뇌공조,2023-01-03,4.1,2023,1,3,2,1
두뇌공조,2023-01-09,3.9,2023,1,9,3,1
두뇌공조,2023-01-10,3.3,2023,1,10,4,1
두뇌공조,2023-01-16,4.3,2023,1,16,5,1
두뇌공조,2023-01-17,4.4,2023,1,17,6,1
두뇌공조,2023-01-30,4.0,2023,1,30,7,1
두뇌공조,2023-01-31,3.3,2023,1,31,8,1
두뇌공조,2023-02-06,3.9,2023,2,6,9,1
두뇌공조,2023-02-07,3.7,2023,2,7,10,1
두뇌공조,2023-02-13,3.7,2023,2,13,11,1
두뇌공조,2023-02-14,3.4,2023,2,14,12,1
두뇌공조,2023-02-20,4.3,2023,2,20,13,1
두뇌공조,2023-02-21,4.0,2023,2,21,14,1
두뇌공조,2023-02-27,4.2,2023,2,27,15,1
두뇌공조,2023-02-28,4.9,2023,2,28,16,1
디 엠파이어 : 법의 제국,2022-09-24,2.399,2022,9,24,1,1
디 엠파이어 : 법의 제국,2022-09-25,3.003,2022,9,25,2,1
디 엠파이어 : 법의 제국,2022-10-01,1.885,2022,10,1,3,1
디 엠파이어 : 법의 제국,2022-10-02,3.414,2022,10,2,4,1
디 엠파이어 : 법의 제국,2022-10-08,2.12,2022,10,8,5,1
디 엠파이어 : 법의 제국,2022-10-09,3.883,2022,10,9,6,1
디 엠파이어 : 법의 제국,2022-10-15,2.146,2022,10,15,7,1
디 엠파이어 : 법의 제국,2022-10-16,2.917,2022,10,16,8,1
디 엠파이어 : 법의 제국,2022-10-22,1.695,2022,10,22,9,1
디 엠파이어 : 법의 제국,2022-10-23,3.062,2022,10,23,10,1
디 엠파이어 : 법의 제국,2022-10-29,1.844,2022,10,29,11,1
디 엠파이어 : 법의 제국,2022-11-05,1.573,2022,11,5,12,1
디 엠파이어 : 법의 제국,2022-11-06,2.844,2022,11,6,13,1
디 엠파이어 : 법의 제국,2022-11-12,2.115,2022,11,12,14,1
디 엠파이어 : 법의 제국,2022-11-13,3.4234999999999998,2022,11,13,15,2
라이브온,2020-11-17,1.302,2020,11,17,1,1
라이브온,2020-11-24,0.428,2020,11,24,2,1
라이브온,2020-12-01,0.604,2020,12,1,3,1
라이브온,2020-12-08,0.428,2020,12,8,4,1
라이브온,2020-12-15,0.727,2020,12,15,5,1
라이브온,2020-12-22,0.597,2020,12,22,6,1
라이브온,2020-12-29,0.622,2020,12,29,7,1
라이브온,2021-01-12,0.785,2021,1,12,8,1
런 온,2020-12-16,2.145,2020,12,16,1,1
런 온,2020-12-17,2.664,2020,12,17,2,1
런 온,2020-12-23,2.806,2020,12,23,3,1
런 온,2020-12-24,3.02,2020,12,24,4,1
런 온,2020-12-30,2.794,2020,12,30,5,1
런 온,2020-12-31,2.695,2020,12,31,6,1
런 온,2021-01-06,2.753,2021,1,6,7,1
런 온,2021-01-07,3.772,2021,1,7,8,1
런 온,2021-01-13,3.109,2021,1,13,9,1
런 온,2021-01-14,3.081,2021,1,14,10,1
런 온,2021-01-20,3.143,2021,1,20,11,1
런 온,2021-01-21,3.405,2021,1,21,12,1
런 온,2021-01-27,2.716,2021,1,27,13,1
런 온,2021-01-28,3.145,2021,1,28,14,1
런 온,2021-02-03,3.102,2021,2,3,15,1
런 온,2021-02-04,3.623,2021,2,4,16,1
레버리지: 사기조작단,2019-10-13,1.457,2019,10,13,1,2
레버리지: 사기조작단,2019-10-20,1.6825,2019,10,20,2,2
레버리지: 사기조작단,2019-10-27,1.8479999999999999,2019,10,27,3,2
레버리지: 사기조작단,2019-11-03,1.678,2019,11,3,4,2
레버리지: 사기조작단,2019-11-17,2.2095000000000002,2019,11,17,5,2
레버리지: 사기조작단,2019-11-24,1.758,2019,11,24,6,2
레버리지: 사기조작단,2019-12-01,2.0365,2019,12,1,7,2
레버리지: 사기조작단,2019-12-08,1.5223499999999999,2019,12,8,8,2
로맨스는 별책부록,2019-01-26,4.28,2019,1,26,1,1
로맨스는 별책부록,2019-01-27,4.42,2019,1,27,2,1
로맨스는 별책부록,2019-02-02,4.385,2019,2,2,3,1
로맨스는 별책부록,2019-02-03,4.256,2019,2,3,4,1
로맨스는 별책부록,2019-02-09,4.436,2019,2,9,5,1
로맨스는 별책부록,2019-02-10,5.064,2019,2,10,6,1
로맨스는 별책부록,2019-02-16,4.962,2019,2,16,7,1
로맨스는 별책부록,2019-02-17,5.378,2019,2,17,8,1
로맨스는 별책부록,2019-02-23,5.8,2019,2,23,9,1
로맨스는 별책부록,2019-02-24,5.822,2019,2,24,10,1
로맨스는 별책부록,2019-03-02,5.029,2019,3,2,11,1
로맨스는 별책부록,2019-03-03,5.238,2019,3,3,12,1
로맨스는 별책부록,2019-03-09,5.329,2019,3,9,13,1
로맨스는 별책부록,2019-03-10,6.345,2019,3,10,14,1
로맨스는 별책부록,2019-03-16,5.018,2019,3,16,15,1
로맨스는 별책부록,2019-03-17,6.651,2019,3,17,16,1
로스쿨,2021-04-14,5.113,2021,4,14,1,1
로스쿨,2021-04-15,4.112,2021,4,15,2,1
로스쿨,2021-04-21,4.338,2021,4,21,3,1
로스쿨,2021-04-22,4.318,2021,4,22,4,1
로스쿨,2021-04-28,4.473,2021,4,28,5,1
로스쿨,2021-04-29,4.676,2021,4,29,6,1
로스쿨,2021-05-05,4.505,2021,5,5,7,1
로스쿨,2021-05-06,5.388,2021,5,6,8,1
로스쿨,2021-05-12,5.508,2021,5,12,9,1
로스쿨,2021-05-19,5.652,2021,5,19,10,1
로스쿨,2021-05-20,6.249,2021,5,20,11,1
로스쿨,2021-05-26,5.55,2021,5,26,12,1
로스쿨,2021-05-27,6.891,2021,5,27,13,1
로스쿨,2021-06-02,5.694,2021,6,2,14,1
로스쿨,2021-06-03,6.309,2021,6,3,15,1
로스쿨,2021-06-09,6.114,2021,6,9,16,1
루갈,2020-03-28,2.612,2020,3,28,1,1
루갈,2020-03-29,3.884,2020,3,29,2,1
루갈,2020-04-04,2.874,2020,4,4,3,1
루갈,2020-04-05,3.199,2020,4,5,4,1
루갈,2020-04-11,2.002,2020,4,11,5,1
루갈,2020-04-12,2.804,2020,4,12,6,1
루갈,2020-04-18,1.464,2020,4,18,7,1
루갈,2020-04-19,2.574,2020,4,19,8,1
루갈,2020-04-25,1.579,2020,4,25,9,1
루갈,2020-04-26,2.066,2020,4,26,10,1
루갈,2020-05-02,1.429,2020,5,2,11,1
루갈,2020-05-03,2.676,2020,5,3,12,1
루갈,2020-05-09,1.255,2020,5,9,13,1
루갈,2020-05-10,1.892,2020,5,10,14,1
루갈,2020-05-16,1.113,2020,5,16,15,1
루갈,2020-05-17,2.305,2020,5,17,16,1
루카: 더 비기닝,2021-02-01,5.371,2021,2,1,1,1
루카: 더 비기닝,2021-02-02,5.802,2021,2,2,2,1
루카: 더 비기닝,2021-02-08,5.794,2021,2,8,3,1
루카: 더 비기닝,2021-02-09,5.811,2021,2,9,4,1
루카: 더 비기닝,2021-02-15,5.348,2021,2,15,5,1
루카: 더 비기닝,2021-02-16,5.676,2021,2,16,6,1
루카: 더 비기닝,2021-02-22,5.67,2021,2,22,7,1
루카: 더 비기닝,2021-02-23,6.118,2021,2,23,8,1
루카: 더 비기닝,2021-03-01,6.228,2021,3,1,9,1
루카: 더 비기닝,2021-03-02,6.299,2021,3,2,10,1
루카: 더 비기닝,2021-03-08,5.491,2021,3,8,11,1
루카: 더 비기닝,2021-03-09,5.974,2021,3,9,12,1
리갈 하이,2019-02-08,3.266,2019,2,8,1,1
리갈 하이,2019-02-09,3.038,2019,2,9,2,1
리갈 하이,2019-02-15,2.762,2019,2,15,3,1
리갈 하이,2019-02-16,2.497,2019,2,16,4,1
리갈 하이,2019-02-22,2.804,2019,2,22,5,1
리갈 하이,2019-02-23,2.666,2019,2,23,6,1
리갈 하이,2019-03-01,2.253,2019,3,1,7,1
리갈 하이,2019-03-02,2.115,2019,3,2,8,1
리갈 하이,2019-03-08,2.218,2019,3,8,9,1
리갈 하이,2019-03-09,2.418,2019,3,9,10,1
리갈 하이,2019-03-15,2.34,2019,3,15,11,1
리갈 하이,2019-03-16,2.515,2019,3,16,12,1
리갈 하이,2019-03-22,2.366,2019,3,22,13,1
리갈 하이,2019-03-23,2.031,2019,3,23,14,1
리갈 하이,2019-03-29,2.23,2019,3,29,15,1
리갈 하이,2019-03-30,2.632,2019,3,30,16,1
"링크:먹고 사랑하라, 죽이게",2022-06-06,3.124,2022,6,6,1,1
"링크:먹고 사랑하라, 죽이게",2022-06-07,3.098,2022,6,7,2,1
"링크:먹고 사랑하라, 죽이게",2022-06-13,2.28,2022,6,13,3,1
"링크:먹고 사랑하라, 죽이게",2022-06-14,2.562,2022,6,14,4,1
"링크:먹고 사랑하라, 죽이게",2022-06-20,1.933,2022,6,20,5,1
"링크:먹고 사랑하라, 죽이게",2022-06-21,2.533,2022,6,21,6,1
"링크:먹고 사랑하라, 죽이게",2022-06-27,1.469,2022,6,27,7,1
"링크:먹고 사랑하라, 죽이게",2022-06-28,2.133,2022,6,28,8,1
"링크:먹고 사랑하라, 죽이게",2022-07-04,1.748,2022,7,4,9,1
"링크:먹고 사랑하라, 죽이게",2022-07-05,2.234,2022,7,5,10,1
"링크:먹고 사랑하라, 죽이게",2022-07-11,1.467,2022,7,11,11,1
"링크:먹고 사랑하라, 죽이게",2022-07-12,1.873,2022,7,12,12,1
"링크:먹고 사랑하라, 죽이게",2022-07-18,1.423,2022,7,18,13,1
"링크:먹고 사랑하라, 죽이게",2022-07-19,2.021,2022,7,19,14,1
"링크:먹고 사랑하라, 죽이게",2022-07-25,1.61,2022,7,25,15,1
"링크:먹고 사랑하라, 죽이게",2022-07-26,2.228,2022,7,26,16,1
마녀는 살아있다,2022-06-25,3.3495,2022,6,25,1,2
마녀는 살아있다,2022-07-02,2.277,2022,7,2,2,2
마녀는 살아있다,2022-07-09,1.998,2022,7,9,3,2
마녀는 살아있다,2022-07-16,1.9485000000000001,2022,7,16,4,2
마녀는 살아있다,2022-07-23,1.6425,2022,7,23,5,2
마녀는 살아있다,2022-07-30,1.6019999999999999,2022,7,30,6,2
마녀는 살아있다,2022-08-06,1.7365,2022,8,6,7,2
마녀는 살아있다,2022-08-13,1.5590000000000002,2022,8,13,8,2
마녀는 살아있다,2022-08-20,1.252,2022,8,20,9,2
마녀는 살아있다,2022-08-27,0.9275,2022,8,27,10,2
마녀는 살아있다,2022-09-03,1.2965,2022,9,3,11,2
마녀는 살아있다,2022-09-10,1.0354999999999999,2022,9,10,12,2
마녀식당으로 오세요,2022-01-05,2.282,2022,1,5,1,1
마녀식당으로 오세요,2022-01-06,1.982,2022,1,6,2,1
마녀식당으로 오세요,2022-01-12,2.289,2022,1,12,3,1
마녀식당으로 오세요,2022-01-13,2.095,2022,1,13,4,1
마녀식당으로 오세요,2022-01-19,1.767,2022,1,19,5,1
마녀의 게임,2022-10-11,6.2,2022,10,11,1,1
마녀의 게임,2022-10-12,5.6,2022,10,12,2,1
마녀의 게임,2022-10-13,5.3,2022,10,13,3,1
마녀의 게임,2022-10-14,5.4,2022,10,14,4,1
마녀의 게임,2022-10-17,6.5,2022,10,17,5,1
마녀의 게임,2022-10-18,5.3,2022,10,18,6,1
마녀의 게임,2022-10-19,6.0,2022,10,19,7,1
마녀의 게임,2022-10-20,5.9,2022,10,20,8,1
마녀의 게임,2022-10-21,5.6,2022,10,21,9,1
마녀의 게임,2022-10-24,5.6,2022,10,24,10,1
마녀의 게임,2022-10-26,5.6,2022,10,26,11,1
마녀의 게임,2022-10-27,6.1,2022,10,27,12,1
마녀의 게임,2022-10-28,5.7,2022,10,28,13,1
마녀의 게임,2022-11-01,5.7,2022,11,1,14,1
마녀의 게임,2022-11-02,5.3,2022,11,2,15,1
마녀의 게임,2022-11-03,6.0,2022,11,3,16,1
마녀의 게임,2022-11-07,6.5,2022,11,7,17,1
마녀의 게임,2022-11-09,6.5,2022,11,9,18,1
