,작품명,방송 채널,방송 횟수,출연자,시작일,종료일,요일,"금, 월","금, 토","수, 목","월, 화",일,"토, 일",시작 시간, SF, 가족, 감성, 공포, 군대, 낭만, 느와르, 드라마, 로맨스, 로맨스 드라마, 로맨틱 코미디, 로코, 막장, 메디컬, 멜로, 모험, 미스터리, 미스터리 수사물, 범죄, 법률, 복수, 블록버스터, 비즈니스, 사극, 서스펜스, 서스펜스 추리, 성장, 수사, 스릴러, 스포츠, 심리, 액션, 엑소시즘, 연속극, 오피스, 음악, 음악 드라마, 의학, 일상물, 전쟁, 정치, 좀비, 첩보, 추리물, 캠퍼스, 코미디, 코믹, 판타지, 학교, 한의학, 형사물, 휴머니즘, 휴먼,SF,가족,경제,공포,금융,드라마,로맨스,로맨틱,로맨틱 코미디,로맨틱 코미디 드라마,로맨틱 판타지,메디컬,멜로,멜로 로맨스 코미디,미스터리,미스터리 멜로,미스터리 스릴러,범죄,법률,법률 드라마,법정,사극,서스펜스,서스펜스 멜로,스릴러,스포츠,스포츠 드라마,시대극,액션,의학,정치,청춘,청춘 드라마,청춘 성장,추리,캠퍼스,코미디,코믹,코믹 미스터리 사극 드라마,클래식,타임 크로싱,판타지,판타지 로코 드라마,판타지 액션 로맨스,프라이빗 오피스 멜로,학원물 로맨스,휴머니즘,휴먼, , 강기영 , 강미나, 강미나 , 강민아, 강민혁 , 강별, 강성민 , 강승현 , 강지영, 강태오, 강하늘, 강한나, 강훈, 강훈 , 경수진 등, 고경표, 고민시, 고보결, 고아라, 고원희, 고준, 고준희, 고현정, 공명, 공현주 , 곽선영, 곽시양, 곽시양 , 구원, 구자성, 구자성 , 권나라, 권소현 , 권수현 , 권율, 금새록, 금새록 , 기도훈 , 김가은, 김가은 , 김갑수, 김강우, 김강훈, 김경남, 김규리, 김다미, 김다솜 , 김동욱, 김동준, 김동현 , 김명수, 김무열 , 김미숙, 김민규, 김민규 , 김민기 , 김민재, 김민정, 김민주 , 김민준, 김범, 김범 , 김병기 , 김병철, 김병철 , 김보미 , 김상경 , 김상수, 김선호 , 김설현 , 김성규 , 김성령 , 김성오 , 김성철, 김세정, 김소연, 김소현, 김소혜, 김수로 , 김슬기, 김영광, 김영대, 김영민 , 김영민 [1], 김예원 , 김유리, 김응수 , 김의성 , 김재경, 김재영, 김재영 , 김재욱 , 김정난, 김정은 , 김종현, 김주헌, 김주헌 , 김준한 , 김지석, 김지수, 김지수 , 김지영, 김지은, 김지현, 김태우, 김태우 , 김태훈 , 김하늘, 김향기, 김혜은, 김환희, 김효진, 김희원, 나나, 나인우, 남규리 , 남윤수, 남주혁 , 남지현, 노민우, 노정의, 데니 안 , 라미란, 라미란 , 려운, 로운, 류덕환, 류현경, 류혜영, 문가영, 문가영 , 문정희, 문채원, 민도희, 박강현, 박규영, 박병은, 박보영 , 박성웅, 박성웅 , 박성훈, 박성훈 , 박세영, 박세영 , 박세진, 박소담, 박신혜, 박예진 , 박원상, 박원숙 , 박유나 , 박유림, 박은석, 박주현, 박주현 , 박지연 , 박지현, 박지현 , 박하선, 박효주, 박훈, 박희본, 박희순, 방민아, 방재민 , 배윤경, 배인혁 , 배정화, 배종옥 , 배현성, 변우석, 변우석 , 변희봉 , 봉태규, 서강준, 서은수, 서지혜, 서지혜 , 서지훈, 서현우, 설인아 , 성동일, 성동일 , 성훈, 손나은, 손나은 , 손담비 , 손상연, 손성윤 , 손현주, 손호준, 송강 , 송건희, 송재림, 송종호, 신동욱, 신동욱 , 신민아, 신세경 최수영, 신소율 , 신승호, 신예은, 신은수, 신은수 , 신은정, 신재하, 신현수, 심은경 , 안내상, 안내상 , 안보현, 안소희, 안은진, 안재현, 안지호 , 안효섭, 안효섭 , 엄지원, 엄태구 , 연우 , 연우진, 연정훈, 예지원, 예지원 , 오나라, 오만석, 오연서, 오윤아, 오정세, 오지호, 오희준, 우정원 , 원미경, 원지안, 유다인, 유동근, 유선, 유선 , 유이, 유인나, 유인수 , 유인영, 유진 , 육성재, 윤두준, 윤박, 윤상현, 윤세아, 윤소희 , 윤예주, 윤유선, 윤지성, 윤지혜, 윤현민, 음문석 , 이경영, 이규한, 이기우 , 이나은, 이다인, 이다희, 이도현, 이도현 , 이동건, 이동욱, 이레, 이무생, 이민지, 이상엽, 이상엽 , 이상우, 이상윤, 이상이, 이상희 , 이선빈, 이설, 이성경, 이성민, 이성재, 이세영, 이세영 , 이세희, 이솜, 이수경 , 이수혁 , 이순재, 이승준 , 이시영, 이엘 , 이엘리야, 이연희, 이유미, 이유비, 이유영, 이이경, 이이담, 이장우, 이재욱, 이재인, 이정은, 이종혁, 이종혁 , 이주빈, 이준영, 이준영 , 이준혁, 이지원, 이지훈, 이지훈 , 이창엽 , 이청아, 이청아 , 이충주 , 이태리 , 이태환, 이태환 , 이하나, 이학주, 이학주 , 이현욱, 이혜리, 이혜영, 이희준, 임세미, 임시완, 임주환 , 임지연, 장기용 , 장동주, 장미희, 장승조, 장혁 , 장현성 , 장혜진, 장희진 , 전광렬, 전미도, 전석호 , 전소민, 전태열, 전혜빈, 전혜진, 정가람 , 정건주, 정건주 , 정려원, 정만식, 정문성, 정소민, 정수정, 정수정 , 정영숙, 정용화 , 정웅인, 정유미, 정인선, 정재영, 정준호, 정지소, 정진영, 정채연 , 정해인, 조민수 , 조보아, 조보아 , 조복래 , 조수민 , 조우리 , 조이현, 조이현 , 조한선 , 주민경 , 주상욱 , 주우재 , 지수, 지승현 , 지이수, 지이수 , 진기주, 진서연, 진세연, 차선우, 차예련, 차은우, 차은우 , 차주영 , 차태현, 채수빈, 채시라, 채종협, 천호진, 최귀화 , 최명길, 최병모 , 최병찬, 최수영 , 최원영, 최원영 , 최유화 , 최현욱, 추영우, 추자현, 탁재훈, 탕준상, 태인호, 하석진, 하재숙, 하준, 하준 , 하준 이창훈, 한고은, 한보름, 한상진 , 한예리, 한예슬, 한준우, 한지민, 허성태 , 허정민 , 허준호, 허준호 , 홍서영 , 홍은희, 홍종현, 홍지윤, 황보름별, 황승언 , 황인엽, 황찬성, 황희,감우성,강하늘,고수,고아라,공효진,곽도원,김고은,김동욱,김래원,김명민,김명수,김민규,김민재,김상경,김상중,김서형,김선아,김선호,김설현,김소현,김영광,김요한,김유정,김재욱,김하늘,김현주,김혜윤,김혜자,나나,남궁민,도경수,라미란,문가영,문근영,문소리,박민영,박보검,박보영,박선호,박신양,박은빈,박인환,박주현,박지훈,박진희,박해진,서예지,서인국,서현,서현진,성훈,손예진,손현주,송새벽,송승헌,송윤아,송지효,수애,신성록,신세경,신예은,신하균,신혜선,안보현,안효섭,안희연,엄지원,엄태구,에릭,여진구,연우진,오연서,옥택연,옹성우,원진아,유승호,유연석,유인나,유재명,유준상,윤균상,윤시윤,윤현민,이도현,이동욱,이민기,이서진,이선균,이승기,이신영,이엘,이요원,이유리,이정재,이준,이준기,이준혁,이준호,이지아,이혜리,임수정,임수향,임시완,장기용,장나라,장동윤,전무송,정경호,정소민,정용화,정우,정인선,정일우,정재영,정지훈,정해인,조승우,조여정,주지훈,주진모,지성,지진희,지창욱,진영,채종협,최강희,최시원,최우식,최원영,최진혁,한석규,한예리,한지민,한채영,황정음
0,최고의 치킨,"iHQ DRAMA, MBN",12.0,"['박선호', ' 김소혜', ' 주우재 ']",2019-01-02,2019-02-07,"수, 목",0,0,1,0,0,0,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,동네변호사 조들호 2: 죄와 벌,KBS 2TV,40.0,"['박신양', ' 고현정', ' 이민지', ' 변희봉 ']",2019-01-07,2019-03-26,"월, 화",0,0,0,1,0,0,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,왜그래 풍상씨,KBS 2TV,40.0,"['유준상', ' 오지호', ' 전혜빈', ' 이시영', ' 이창엽 ']",2019-01-09,2019-03-14,"수, 목",0,0,1,0,0,0,10:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,봄이 오나 봄,MBC TV,32.0,"['이유리', ' 엄지원', ' 이종혁', ' 최병모 ']",2019-01-23,2019-03-21,"수, 목",0,0,1,0,0,0,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,진심이 닿다,tvN,16.0,"['유인나', ' 이동욱', ' 이상우', ' 손성윤 ']",2019-02-06,2019-03-28,"수, 목",0,0,1,0,0,0,9:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,아이템,MBC TV,32.0,"['주지훈', ' 진세연', ' 김강우', ' 김유리', ' 박원상']",2019-02-11,2019-04-02,"월, 화",0,0,0,1,0,0,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,눈이 부시게,JTBC,12.0,"['김혜자', ' 한지민', ' 남주혁 ']",2019-02-11,2019-03-19,"월, 화",0,0,0,1,0,0,9:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
